Name,Collector,Year_,Max7DADM,Lat,Long_
0605 Poop Creek Temperature,USFS,2015,13.64857,44.98685651,-121.8394445
060600002_Oscar_Cr_LTWT,USFS,2014,13.18714,45.15416901,-122.2415991
060600005_Clear_Creek,USFS,2014,12.44143,45.14148563,-122.3009588
060600007_Helion Creek,USFS,2014,13.88571,45.15499265,-122.1764742
060600008_Unnamed_Cr,USFS,2014,15.2,45.17809443,-122.1867216
10598086,USFS,2022,17.14828571,44.93640107,-122.2015055
10598088WFkStone2023,USFS,2023,18.24886,45.07982662,-121.7965248
14209700_FishCreekNearThreeLynx,USGS,2023,23.27,45.14748794,-122.1550455
14209700_FishCreekNearThreeLynx,USGS,2022,23.86,45.14748794,-122.1550455
14209700_FishCreekNearThreeLynx,USGS,2021,24,45.14748794,-122.1550455
14209710_ClackamasRiverAtCarterBridge,USGS,2023,17.42,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2022,17.65,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2021,19.03,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2020,16.99,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2019,16.57,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2018,16.79,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2017,15.95,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2016,16.81,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2015,18.39,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2014,16.41,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2013,16.5,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2012,15.44,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2011,15.21,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2010,15.79,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2009,17.36,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2008,15.3,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2007,16.91,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2006,16.59,45.16627118,-122.1563721
14209710_ClackamasRiverAtCarterBridge,USGS,2005,17.21,45.16627118,-122.1563721
14210000_ClackamasRiverAtEstacada,USGS,2023,19.74,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2022,19.24,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2021,20.25,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2020,18.96,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2019,18.56,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2018,19.35,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2017,18.51,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2016,18.61,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2015,20.54,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2014,18.17,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2013,17.89,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2012,17.19,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2011,16.59,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2010,17.39,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2009,19.44,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2008,16.71,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2007,18.8,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2006,18.79,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2005,19.04,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2004,19.13,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2003,19.37,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2002,18.59,45.30022811,-122.3525624
14210000_ClackamasRiverAtEstacada,USGS,2001,17.93,45.30022811,-122.3525624
"14211005_ClackamasRiverAtClackamas,OR",USGS,2011,20.27,45.39753403,-122.557513
"14211005_ClackamasRiverAtClackamas,OR",USGS,2010,21.04,45.39753403,-122.557513
14211010_ClackamasNearOregonCity,USGS,2023,23.43,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2022,23.67,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2021,24.21,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2020,22.83,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2019,22.5,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2018,23.56,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2017,22.78,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2016,22.41,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2015,24.53,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2014,22.7,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2013,21.87,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2012,21.5,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2011,20.24,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2010,21.23,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2009,23.54,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2008,20.94,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2007,22.8,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2006,23.31,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2005,22.81,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2004,23.12,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2003,23.02,45.37930354,-122.5757847
14211010_ClackamasNearOregonCity,USGS,2002,22.45,45.37930354,-122.5757847
20739670,D. Bugni,2023,21.83352539,45.29841611,-122.4244701
21162212StoneabvWFStone2023,USFS,2023,20.004,45.08000391,-121.7955564
21162215,USFS,2022,15.52771429,44.93585511,-122.2058137
21162217OGFBlwBarrierFalls2023,USFS,2023,10.888,45.08132953,-121.986193
21433204,M. Krochta,2023,16.16914167,45.08633082,-122.0851706
21433223,M. Krochta,2023,15.5011213,44.82857937,-121.8874974
21449800,D. Bugni,2023,19.73906703,45.26032722,-122.4054738
21449801,M. Krochta,2023,8.401107,45.14369412,-121.7544706
21449808MemalooseCr2023,USFS,2023,19.62571,45.19089301,-122.2269861
21449832,M. Krochta,2023,14.68448,45.15798716,-121.7739341
21660218,D. Bugni,2023,18.19285714,45.31642296,-122.2189257
Anvil Downst,M. Krochta,2023,17.49,45.12183881,-121.841808
AT MOST UPSTREAM PGE LW JAM,D. Bugni,2021,20.29042857,45.20553147,-122.2276466
AT SUMMIT LEARNING CHARTER SCHOOL,D. Bugni,2023,23.61771429,45.36092437,-122.3539424
Bear_NFkEagle,D. Bugni,2023,20.57957143,45.32780353,-122.2807941
Bear_NFkEagle,D. Bugni,2022,21.53328571,45.32780353,-122.2807941
Bear_NFkEagle,D. Bugni,2021,22.05942857,45.32780353,-122.2807941
BedfordCreek_2017,USFS,2017,17.36571,45.22280614,-122.2086183
ber1,ODFW,2022,13.11271,44.85341595,-121.8994475
ber1,ODFW,2020,11.43214,44.85341595,-121.8994475
ber1,ODFW,2019,12.65386,44.85341595,-121.8994475
ber1,ODFW,2018,16.95214,44.85341595,-121.8994475
ber1,ODFW,2017,12.83329,44.85341595,-121.8994475
ber1,ODFW,2016,11.98971,44.85341595,-121.8994475
ber2,ODFW,2023,8.002143,44.84237093,-121.9138715
ber2,ODFW,2021,13.91229,44.84237093,-121.9138715
ber2,ODFW,2020,10.58871,44.84237093,-121.9138715
ber2,ODFW,2019,7.76,44.84237093,-121.9138715
ber2,ODFW,2018,12.26414,44.84237093,-121.9138715
Berry Cr. R6 Water Temp. Monitor,USFS,2011,12.79571,44.85479351,-121.8965036
Berry Cr. R6 Water Temp. Monitor,USFS,2004,13.54857,44.85479351,-121.8965036
BigCreek_mouth,USFS,2020,14.66743,45.07665838,-122.0654079
BigCreek_mouth,USFS,2019,13.66743,45.07665838,-122.0654079
Boyer Creek mouth WT,USFS,1995,14.71429,45.20416435,-122.1533967
BoyerCrk_Winslow,USFS,2023,16.39385714,45.20363714,-122.149981
BoyerCrk_Winslow,USFS,2022,16.20114286,45.20363714,-122.149981
BoyerCrk_Winslow,USFS,2017,15.814,45.20363714,-122.149981
Butte Cr. R6 Water Temp Monitor,USFS,2011,14.38143,45.07928309,-122.0011582
ButtonCreek_2009,USFS,2009,17.45929,45.12347454,-122.1661163
CalicoCreek,USFS,2021,20.51971429,45.06766251,-122.1647263
CalicoCreek,USFS,2009,17.28571,45.06766251,-122.1647263
Clack below Oak Grove Powerhouse,PGE,2017,15.34548,45.15313359,-122.1090096
Clack below Oak Grove Powerhouse,PGE,2016,16.35746,45.15313359,-122.1090096
Clack below Oak Grove Powerhouse,PGE,2015,17.62571,45.15313359,-122.1090096
Clack below Oak Grove Powerhouse,PGE,2014,15.58746,45.15313359,-122.1090096
Clack below Oak Grove Powerhouse,PGE,2013,15.97262,45.15313359,-122.1090096
Clack upstream of North Fork Reservoir,PGE,2017,17.405,45.20128996,-122.2272059
Clack upstream of North Fork Reservoir,PGE,2016,18.17635,45.20128996,-122.2272059
Clack upstream of North Fork Reservoir,PGE,2015,19.52143,45.20128996,-122.2272059
Clack upstream of North Fork Reservoir,PGE,2014,17.49667,45.20128996,-122.2272059
Clack upstream of North Fork Reservoir,PGE,2013,21.39849,45.20128996,-122.2272059
Clack upstream of the Oak Grove Fork,PGE,2017,16.34714,45.04313785,-122.0629895
Clack upstream of the Oak Grove Fork,PGE,2016,17.47294,45.04313785,-122.0629895
Clack upstream of the Oak Grove Fork,PGE,2015,18.50571,45.04313785,-122.0629895
Clack upstream of the Oak Grove Fork,PGE,2014,16.84063,45.04313785,-122.0629895
Clack upstream of the Oak Grove Fork,PGE,2013,16.80635,45.04313785,-122.0629895
Clack_diversion,PGE,2023,19.1,45.25318487,-122.2978583
Clack_diversion,PGE,2022,18.82825397,45.25318487,-122.2978583
Clack_diversion,PGE,2021,19.94611111,45.25318487,-122.2978583
Clack_diversion,PGE,2017,18.03683,45.25318487,-122.2978583
Clack_diversion,PGE,2016,18.18294,45.25318487,-122.2978583
Clack_diversion,PGE,2015,20.22206,45.25318487,-122.2978583
Clack_diversion,PGE,2014,17.85032,45.25318487,-122.2978583
Clack_diversion,PGE,2013,17.5169,45.25318487,-122.2978583
Clack_EagleCrk,PGE,2022,22.35246032,45.35082403,-122.3850102
Clack_EagleCrk,PGE,2021,23.36626984,45.35082403,-122.3850102
Clack_EagleCrk,PGE,2013,23.06444,45.35082403,-122.3850102
Clack_EagleCrk,PGE,2012,21.81278,45.35082403,-122.3850102
Clack_Foster,D. Bugni,2023,24.271,45.38375007,-122.4483978
Clack_Foster,D. Bugni,2022,23.27857143,45.38375007,-122.4483978
Clack_Foster,D. Bugni,2021,24.29828571,45.38375007,-122.4483978
Clack_near_Promontory,D. Bugni,2023,18.35257143,45.20993059,-122.2277018
Clack_near_Promontory,D. Bugni,2022,18.64485714,45.20993059,-122.2277018
Clack_ParadisePk,PGE,2023,22.09611111,45.31878946,-122.3841833
Clack_ParadisePk,PGE,2022,21.35539683,45.31878946,-122.3841833
Clack_ParadisePk,PGE,2021,22.3931746,45.31878946,-122.3841833
Clack_ParadisePk,PGE,2013,20.36802,45.31878946,-122.3841833
Clack_ParadisePk,PGE,2012,19.31762,45.31878946,-122.3841833
Clack_RiverMill_DownStr,PGE,2023,19.97690476,45.30049664,-122.3577686
Clack_RiverMill_DownStr,PGE,2022,19.3481746,45.30049664,-122.3577686
Clack_RiverMill_DownStr,PGE,2021,20.36452381,45.30049664,-122.3577686
Clack_RiverMill_DownStr,PGE,2013,18.08079,45.30049664,-122.3577686
Clack_RiverMill_DownStr,PGE,2012,16.95611,45.30049664,-122.3577686
clack01,ODFW,2020,14.68229,45.16122831,-122.1526294
clack01,ODFW,2019,16.55471,45.16122831,-122.1526294
clack01,ODFW,2018,16.71471,45.16122831,-122.1526294
clack01,ODFW,2017,15.925,45.16122831,-122.1526294
clack02,ODFW,2017,19.38571,45.15628143,-122.1143579
clack03,ODFW,2022,15.816,45.11487241,-122.0746463
clack03,ODFW,2021,17.40829,45.11487241,-122.0746463
clack03,ODFW,2020,15.23586,45.11487241,-122.0746463
clack03,ODFW,2019,16.395,45.11487241,-122.0746463
clack03,ODFW,2018,16.65357,45.11487241,-122.0746463
clack04,ODFW,2023,16.912,45.04493149,-122.0632795
clack04,ODFW,2022,16.674,45.04493149,-122.0632795
clack04,ODFW,2021,19.338,45.04493149,-122.0632795
clack04,ODFW,2020,15.21157,45.04493149,-122.0632795
clack04,ODFW,2019,17.06143,45.04493149,-122.0632795
clack04,ODFW,2018,17.36414,45.04493149,-122.0632795
clack05,ODFW,2023,13.53871,45.02188407,-121.9783639
clack05,ODFW,2022,13.33929,45.02188407,-121.9783639
clack05,ODFW,2021,15.31114,45.02188407,-121.9783639
clack05,ODFW,2020,13.87843,45.02188407,-121.9783639
clack05,ODFW,2019,13.67943,45.02188407,-121.9783639
clack05,ODFW,2018,13.67629,45.02188407,-121.9783639
clack05,ODFW,2017,13.30843,45.02188407,-121.9783639
clack06,ODFW,2023,12.71286,45.01711063,-121.9214629
clack06,ODFW,2022,12.63357,45.01711063,-121.9214629
clack06,ODFW,2021,13.964,45.01711063,-121.9214629
clack06,ODFW,2020,12.844,45.01711063,-121.9214629
clack06,ODFW,2019,12.60943,45.01711063,-121.9214629
clack06,ODFW,2018,12.87143,45.01711063,-121.9214629
clack06,ODFW,2017,12.599,45.01711063,-121.9214629
clack06,ODFW,2016,12.06971,45.01711063,-121.9214629
clack06,ODFW,2010,12.76857,45.01711063,-121.9214629
clack07,ODFW,2023,12.19829,44.99464871,-121.8875685
clack07,ODFW,2022,12.51286,44.99464871,-121.8875685
clack07,ODFW,2021,13.30471,44.99464871,-121.8875685
clack07,ODFW,2020,11.86271,44.99464871,-121.8875685
clack07,ODFW,2019,10.94557,44.99464871,-121.8875685
clack07,ODFW,2018,12.14657,44.99464871,-121.8875685
clack07,ODFW,2017,12.34686,44.99464871,-121.8875685
clack08,ODFW,2023,14.57343,44.98303739,-121.883816
clack08,ODFW,2022,14.45357,44.98303739,-121.883816
clack08,ODFW,2021,16.28243,44.98303739,-121.883816
clack08,ODFW,2020,14.76814,44.98303739,-121.883816
clack08,ODFW,2019,14.42614,44.98303739,-121.883816
clack08,ODFW,2018,14.79571,44.98303739,-121.883816
clack08,ODFW,2017,14.01229,44.98303739,-121.883816
clack08,ODFW,2016,13.63029,44.98303739,-121.883816
clack08_5,ODFW,2023,14.55629,44.96684339,-121.8946193
clack08_5,ODFW,2022,14.334,44.96684339,-121.8946193
clack09,ODFW,2021,15.659,44.94616053,-121.8895781
clack09,ODFW,2020,14.15257,44.94616053,-121.8895781
clack09,ODFW,2019,13.69314,44.94616053,-121.8895781
clack09,ODFW,2018,14.05329,44.94616053,-121.8895781
clack09,ODFW,2017,13.05386,44.94616053,-121.8895781
clack10,ODFW,2021,15.10986,44.94023313,-121.8928295
clack10,ODFW,2020,13.61743,44.94023313,-121.8928295
clack10,ODFW,2018,13.67286,44.94023313,-121.8928295
clack10,ODFW,2017,12.84729,44.94023313,-121.8928295
clack11a,ODFW,2022,12.50586,44.92481949,-121.8958898
clack11a,ODFW,2021,13.98443,44.92481949,-121.8958898
clack11a,ODFW,2020,11.75829,44.92481949,-121.8958898
clack11a,ODFW,2019,12.19157,44.92481949,-121.8958898
clack11a,ODFW,2017,12.04257,44.92481949,-121.8958898
clack12,ODFW,2023,9.653429,44.90461497,-121.8912994
clack12,ODFW,2022,10.12671,44.90461497,-121.8912994
clack12,ODFW,2021,11.05629,44.90461497,-121.8912994
clack12,ODFW,2020,9.832571,44.90461497,-121.8912994
clack12,ODFW,2018,9.952286,44.90461497,-121.8912994
clack12,ODFW,2017,10.18986,44.90461497,-121.8912994
clack12,ODFW,2016,8.985429,44.90461497,-121.8912994
clack13,ODFW,2021,9.399429,44.87379622,-121.8512151
clack13,ODFW,2020,8.844429,44.87379622,-121.8512151
clack13,ODFW,2019,8.798571,44.87379622,-121.8512151
clack13,ODFW,2018,8.649857,44.87379622,-121.8512151
clack13,ODFW,2017,9.194714,44.87379622,-121.8512151
clack14,ODFW,2021,6.247714,44.86000194,-121.8059712
clack14,ODFW,2020,6.022,44.86000194,-121.8059712
clack14,ODFW,2019,6.313429,44.86000194,-121.8059712
clack14,ODFW,2018,6.433,44.86000194,-121.8059712
clack14,ODFW,2017,5.328857,44.86000194,-121.8059712
ClackBlwLemiti2023,USFS,2023,11.414,44.87452202,-121.8543273
ClearCreek_mouth,D. Bugni,2023,26.10228571,45.38973098,-122.4938561
ClearCreek_mouth,D. Bugni,2022,23.489,45.38973098,-122.4938561
ClearCreek_mouth,D. Bugni,2021,27.65,45.38973098,-122.4938561
ClearCrk_PortBlakely,D. Bugni,2023,20.48982387,45.20484312,-122.3304546
ClearCrk_PortBlakely,D. Bugni,2022,21.20380894,45.20484312,-122.3304546
ClearCrk_PortBlakely,D. Bugni,2021,22.01857143,45.20484312,-122.3304546
ClearCrk_ShibleyGuttridge,D. Bugni,2023,20.71351876,45.25143841,-122.3674446
ClearCrk_ShibleyGuttridge,D. Bugni,2022,21.44129325,45.25143841,-122.3674446
ClearCrk_ShibleyGuttridge,D. Bugni,2021,22.62285714,45.25143841,-122.3674446
ClearCrkCanyon,D. Bugni,2023,25.27934605,45.35722679,-122.4767685
ClearCrkCanyon,D. Bugni,2022,25.49231585,45.35722679,-122.4767685
ClearCrkCanyon,D. Bugni,2021,27.10285714,45.35722679,-122.4767685
ClearCrkViola,D. Bugni,2023,23.19714495,45.29849355,-122.4091759
ClearCrkViola,D. Bugni,2022,23.08989397,45.29849355,-122.4091759
ClearCrkViola,D. Bugni,2021,24.74857143,45.29849355,-122.4091759
col1,ODFW,2023,23.711,45.03080431,-122.062018
col1,ODFW,2022,21.42057,45.03080431,-122.062018
col1,ODFW,2021,24.44014,45.03080431,-122.062018
col1,ODFW,2020,21.79257,45.03080431,-122.062018
col1,ODFW,2019,22.425,45.03080431,-122.062018
col1,ODFW,2018,23.906,45.03080431,-122.062018
col1,ODFW,2017,22.60543,45.03080431,-122.062018
col1,ODFW,2010,18.80114,45.03080431,-122.062018
col2,ODFW,2018,19.29057,44.99240749,-122.0621004
col2,ODFW,2017,18.132,44.99240749,-122.0621004
col3,ODFW,2016,16.79929,44.98290073,-122.0630241
col3,ODFW,2015,19.86571,44.98290073,-122.0630241
Collawash below HSF water temperature site,USFS,2023,18.412,44.98739349,-122.0659284
Collawash below HSF water temperature site,USFS,2022,18.54285714,44.98739349,-122.0659284
Collawash below HSF water temperature site,USFS,2015,20.47714,44.98739349,-122.0659284
Crater Downst,M. Krochta,2023,15,45.15149185,-121.7558093
Crater Upst,M. Krochta,2023,13.11,45.15969717,-121.7556662
cub1a,ODFW,2023,13.57971,44.9058662,-121.8932148
cub1a,ODFW,2022,13.882,44.9058662,-121.8932148
cub1a,ODFW,2021,15.52257,44.9058662,-121.8932148
cub1a,ODFW,2020,12.02171,44.9058662,-121.8932148
cub1a,ODFW,2019,12.81957,44.9058662,-121.8932148
cub1a,ODFW,2016,12.08329,44.9058662,-121.8932148
cub1a,ODFW,2010,13.50357,44.9058662,-121.8932148
cub2,ODFW,2017,17.034,44.83890417,-121.8880949
cub3,ODFW,2021,13.53486,44.87695104,-121.8868615
cub3,ODFW,2020,12.554,44.87695104,-121.8868615
cubtrib1,ODFW,2021,10.69743,44.87474148,-121.884197
cubtrib1,ODFW,2020,9.159429,44.87474148,-121.884197
cubtrib1,ODFW,2019,9.751714,44.87474148,-121.884197
CurrinCrk,D. Bugni,2023,24.17657143,45.33222535,-122.3492486
CurrinCrk,D. Bugni,2022,24.457,45.33222535,-122.3492486
CurrinCrk,D. Bugni,2021,22.75042857,45.33222535,-122.3492486
DeepCrk_Collins,D. Bugni,2023,21.29557143,45.37413332,-122.3270141
DeepCrk_Collins,D. Bugni,2022,22.78371429,45.37413332,-122.3270141
DeepCrk_Collins,D. Bugni,2021,23.31728571,45.37413332,-122.3270141
DeepCrk_Kurakti,D. Bugni,2023,23.55028571,45.39358964,-122.4105202
DeepCrk_Kurakti,D. Bugni,2022,23.93685714,45.39358964,-122.4105202
DeepCrk_Kurakti,D. Bugni,2021,24.89257143,45.39358964,-122.4105202
DeepCrk_Parks,D. Bugni,2023,22.98557143,45.35346522,-122.3019008
DeepCrk_Parks,D. Bugni,2022,24.16385714,45.35346522,-122.3019008
DeepCrk_Parks,D. Bugni,2021,24.95485714,45.35346522,-122.3019008
DeepCrkMouth,D. Bugni,2023,23.58114286,45.3906391,-122.4315701
DeepCrkMouth,D. Bugni,2022,24.52942857,45.3906391,-122.4315701
DelphCrk_Pemberton,D. Bugni,2023,18.75714286,45.2642885,-122.2390414
DelphCrk_Pemberton,D. Bugni,2022,18.56671429,45.2642885,-122.2390414
DelphCrk_Pemberton,D. Bugni,2021,19.35957143,45.2642885,-122.2390414
DogCreek_2019,USFS,2019,11.87429,45.15647931,-122.1506493
Eagle Cr at Forest Boundary_LTWT,USFS,2014,17.46286,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2009,16.61714,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2008,16.47143,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2007,17.93286,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2006,18.63286,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2004,18.01286,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2003,17.74143,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2002,16.81143,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2001,16.77857,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,2000,17.08571,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,1999,15.76857,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,1998,17.03,45.29774531,-122.1272067
Eagle Cr at Forest Boundary_LTWT,USFS,1997,16.81571,45.29774531,-122.1272067
Eagle Cr at Wilderness Boundary_LTWT,USFS,2012,20.01714,45.29814786,-122.0967247
Eagle Cr at Wilderness Boundary_LTWT,USFS,2008,16.47143,45.29814786,-122.0967247
Eagle Cr at Wilderness Boundary_LTWT,USFS,2006,14.37857,45.29814786,-122.0967247
Eagle Cr at Wilderness Boundary_LTWT,USFS,2004,17.25714,45.29814786,-122.0967247
Eagle Cr at Wilderness Boundary_LTWT,USFS,2003,17.10857,45.29814786,-122.0967247
Eagle Cr at Wilderness Boundary_LTWT,USFS,2002,16.40857,45.29814786,-122.0967247
Eagle Cr at Wilderness Boundary_LTWT,USFS,2000,16.06571,45.29814786,-122.0967247
Eagle Cr at Wilderness Boundary_LTWT,USFS,1998,16.26571,45.29814786,-122.0967247
EagleCrk_Bonnie,D. Bugni,2023,25.62885714,45.35137214,-122.3816147
EagleCrk_Bonnie,D. Bugni,2022,25.98828571,45.35137214,-122.3816147
EagleCrk_Bonnie,D. Bugni,2021,26.03928571,45.35137214,-122.3816147
EagleCrk_Bush,D. Bugni,2023,24.22514286,45.34054754,-122.3379121
EagleCrk_Bush,D. Bugni,2021,24.56757143,45.34054754,-122.3379121
EagleCrk_DelphCrk,D. Bugni,2023,19.72928571,45.29722435,-122.2603631
EagleCrk_DelphCrk,D. Bugni,2022,20.62342857,45.29722435,-122.2603631
